IncidentID,County,RdwyNumber,RdwyType,Street,RoadwayName,StreetSfx,StreetDir,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,KABCO,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,Intersection Crash,Bicyclist,Pedestrian,Motor Vehicles
30608091,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.02897406,-84.45045453,16.145,9/24/2022 0:00,1918,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30609524,CAMPBELL,,OTHR,765,TARVIN,RD,,38.88625279,-84.40316301,0.252,9/25/2022 0:00,1425,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DUSK,0,0,0,1
30608740,CAMPBELL,,OTHR,,13TH,ST,W,39.08128743,-84.49034799,0.293,9/25/2022 0:00,1521,2,2,0,0,O,CLEAR,DRY,0,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30608741,CAMPBELL,,OTHR,,WASHINGTON,AVE,,39.08841984,-84.48667008,0.611,9/25/2022 0:00,929,2,2,0,0,O,CLOUDY,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30622242,CAMPBELL,KY1998,StateRoute,,INDUSTRIAL,RD,,39.02795782,-84.44482207,1.933,9/25/2022 0:00,600,2,2,0,0,O,CLEAR,DRY,0,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
30610385,CAMPBELL,KY0008,StateRoute,,DAVE COWENS,DR,,39.1017724,-84.48872586,1.442,9/25/2022 0:00,2141,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
30608739,CAMPBELL,I 0471,Interstate,5,I471 N,,,39.09990488,-84.49299703,4.825,9/25/2022 0:00,1200,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30616316,CAMPBELL,,OTHR,149,NEWMAN,AVE,,39.07965346,-84.46264138,0.269,9/26/2022 0:00,1958,2,2,0,0,O,CLOUDY,DRY,1,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DUSK,0,0,0,1
30614924,CAMPBELL,KY1892,StateRoute,,GRAND,AVE,,39.08559452,-84.47464436,1.98,9/26/2022 0:00,1929,2,2,0,0,O,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & GRADE,DAYLIGHT,0,0,0,1
30627754,CAMPBELL,I 0275,Interstate,,I275 E,,,39.05652038,-84.43168624,,9/26/2022 0:00,1611,3,3,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & GRADE,DAYLIGHT,0,0,0,1
30627736,CAMPBELL,US0027,USRoute,,MONMOUTH,ST,,39.09004226,-84.49208887,21.833,9/26/2022 0:00,1547,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30633213,CAMPBELL,,OTHR,900,SARATOGA,ST,,39.08849683,-84.48880357,0.173,9/26/2022 0:00,1431,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30626435,CAMPBELL,KY0009,StateRoute,,AA,HWY,,39.02142711,-84.48135411,17.641,9/26/2022 0:00,600,2,2,0,0,O,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
30615480,CAMPBELL,,OTHR,,11TH,ST,E,39.08611782,-84.48744965,0.002,9/26/2022 0:00,1721,3,3,0,0,O,CLEAR,DRY,1,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30614494,CAMPBELL,KY0009,StateRoute,,AA,HWY,,39.00982111,-84.46905468,16.538,9/26/2022 0:00,738,2,2,0,1,C,CLEAR,DRY,1,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
30622249,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.0187469,-84.43664318,15.11,9/26/2022 0:00,1556,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
30616900,CAMPBELL,KY1892,StateRoute,,GRAND,AVE,N,39.07809387,-84.46439779,1.216,9/26/2022 0:00,1333,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,0,0,0,1
30653959,CAMPBELL,,OTHR,4,16TH,ST,,39.08373642,-84.48396277,0.247,9/26/2022 0:00,344,2,2,0,0,O,CLOUDY,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,0,0,0,1
30615481,CAMPBELL,I 0471,Interstate,,,,,39.09228388,-84.47623307,0.027,9/26/2022 0:00,2106,2,2,0,0,O,CLEAR,DRY,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,ANGLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,0,0,0,1
30633818,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.03978046,-84.44915769,17.045,9/27/2022 0:00,1352,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30619979,CAMPBELL,I 0471,Interstate,,I471 S EXIT 4,,,39.09285961,-84.47900882,0.192,9/27/2022 0:00,1755,2,2,0,0,O,CLEAR,DRY,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & LEVEL,DAYLIGHT,0,0,0,1
30632844,CAMPBELL,KY0009,StateRoute,,AA,HWY,,38.98079516,-84.37463051,10.877,9/27/2022 0:00,614,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,1,0,0,1
30625750,CAMPBELL,US0027,USRoute,90,ALEXANDRIA,PIKE,,39.06847308,-84.46655363,19.746,9/27/2022 0:00,1017,2,2,0,3,B,CLEAR,DRY,0,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30660158,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.97542369,-84.39255347,11.288,9/27/2022 0:00,648,2,2,0,0,O,CLEAR,DRY,1,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
30621685,CAMPBELL,KY1120,StateRoute,1117,FT THOMAS,AVE,S,39.06392526,-84.4475553,5.413,9/27/2022 0:00,1749,2,2,0,0,O,CLEAR,DRY,0,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30618803,CAMPBELL,KY0008,StateRoute,100,4TH,ST,W,39.09135385,-84.49807257,0.428,9/27/2022 0:00,850,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,0,0,0,1
30814288,CAMPBELL,KY0009,StateRoute,120,LICKING,PIKE,,39.06867868,-84.4887374,21.154,9/27/2022 0:00,1253,2,2,1,1,K,CLEAR,DRY,0,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30618809,CAMPBELL,,OTHR,422,LINDSEY,ST,,39.08324564,-84.49770436,0.099,9/27/2022 0:00,1524,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30632847,CAMPBELL,KY0009,StateRoute,,AA,HWY,,38.99637594,-84.40484202,12.873,9/28/2022 0:00,715,3,3,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAWN,0,0,0,1
30622978,CAMPBELL,,OTHR,,5TH,ST,E,39.09514054,-84.48934,0.326,9/28/2022 0:00,953,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30622976,CAMPBELL,,OTHR,105,NEWPORT PAVILION,,,39.09167856,-84.47915272,0.114,9/28/2022 0:00,1236,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30636598,CAMPBELL,US0027,USRoute,5400,ALEXANDRIA,PIKE,,38.99979453,-84.41921754,13.529,9/28/2022 0:00,1445,2,2,0,0,O,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30627559,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.99926673,-84.41875399,,9/28/2022 0:00,1449,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
30627547,CAMPBELL,,OTHR,10269,ALEXANDRIA,PIKE,,38.9131343,-84.38937272,1.289,9/28/2022 0:00,1516,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30668249,CAMPBELL,,OTHR,,DONNERMEYER,BLVD,,39.09769294,-84.48243051,0.057,9/28/2022 0:00,1329,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30622975,CAMPBELL,I 0471,Interstate,,,,,39.09855915,-84.49193023,0.078,9/28/2022 0:00,1217,2,2,0,0,O,CLEAR,DRY,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30622275,CAMPBELL,US0027,USRoute,,US27 S CROSSOVER FROM KY9,,,39.00068717,-84.4205194,0.007,9/28/2022 0:00,750,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAWN,0,0,0,1
30626437,CAMPBELL,I 0275,Interstate,,I275 E,,,39.02617201,-84.4757177,76.745,9/28/2022 0:00,736,2,2,0,0,O,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
30633819,CAMPBELL,I 0275,Interstate,,I275 E,,,39.03450341,-84.47031106,76.046,9/29/2022 0:00,1103,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30628550,CAMPBELL,I 0471,Interstate,,,,,39.08540256,-84.47462198,0.216,9/29/2022 0:00,1514,2,2,0,0,O,CLEAR,DRY,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & LEVEL,DAYLIGHT,0,0,0,1
30632096,CAMPBELL,,OTHR,,POPLAR RIDGE,RD,,38.97369415,-84.39181707,0.024,9/29/2022 0:00,1737,2,2,0,0,O,CLEAR,DRY,0,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30671589,CAMPBELL,I 0275,Interstate,,I275 E,,,39.05670069,-84.43120657,73.24,9/29/2022 0:00,1645,5,5,0,1,C,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30629774,CAMPBELL,US0027,USRoute,,TAYLOR SOUTHGATE,BRG,,39.09365987,-84.49818376,22.332,9/29/2022 0:00,2003,2,2,0,2,B,CLEAR,DRY,1,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
30632482,CAMPBELL,,OTHR,,LAFAYETTE,AVE,,39.09942724,-84.4795155,0.58,9/29/2022 0:00,1213,2,2,0,0,O,CLOUDY,DRY,0,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641502,CAMPBELL,KY0009,StateRoute,,AA,HWY,,38.99469712,-84.4029112,12.718,9/29/2022 0:00,710,2,2,0,1,C,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAWN,0,0,0,1
30638051,CAMPBELL,I 0275,Interstate,,I275 E,,,39.05725447,-84.43007589,,9/30/2022 0:00,1615,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30697881,CAMPBELL,I 0275,Interstate,,I275 E,,,39.0477769,-84.4528316,74.558,9/30/2022 0:00,1646,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641056,CAMPBELL,I 0275,Interstate,,I275 E,,,39.0566571,-84.43162332,73.261,9/30/2022 0:00,1554,5,5,0,1,C,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641633,CAMPBELL,,OTHR,40,WOODLAND HILLS,DR,,39.05856645,-84.47798803,0.379,9/30/2022 0:00,1129,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30633427,CAMPBELL,US0027,USRoute,300,YORK,ST,,39.09301174,-84.49694444,22.259,9/30/2022 0:00,1454,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30644414,CAMPBELL,I 0275,Interstate,,I275 W,,,39.05022975,-84.44682278,74.192,9/30/2022 0:00,1802,2,2,0,0,O,CLEAR,DRY,1,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30632483,CAMPBELL,,OTHR,,WASHINGTON,AVE,,39.10445426,-84.48015822,0.301,9/30/2022 0:00,1106,2,2,0,0,O,CLEAR,DRY,0,COLLISION WITH PARKED VEHICLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641215,CAMPBELL,KY0154,StateRoute,13848,PEACH GROVE,RD,,38.83664396,-84.33851642,2.987,9/30/2022 0:00,522,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
30733190,CAMPBELL,,OTHR,,ECHO,HLS,,38.92738721,-84.39561141,0.321,9/30/2022 0:00,1343,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30637468,CAMPBELL,KY0008,StateRoute,,MARY INGLES,HWY,,38.87338549,-84.2428095,25.536,9/30/2022 0:00,2121,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
30648153,CAMPBELL,I 0471,Interstate,,I471 S,,,39.07494905,-84.46743958,2.486,9/30/2022 0:00,1724,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30638052,CAMPBELL,I 0275,Interstate,,I275 E,,,39.05728896,-84.43009633,,9/30/2022 0:00,1600,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
31363425,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.91363017,-84.38720033,6.951,10/1/2022 0:00,1211,2,2,0,0,O,CLEAR,DRY,0,OCCUPANT FELL FROM MOVING VEHICLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641637,CAMPBELL,,OTHR,,BLUEGRASS,AVE,,39.0743957,-84.47729687,0.23,10/1/2022 0:00,841,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
30645987,CAMPBELL,,OTHR,1,ROCKLEDGE,CT,,38.94911495,-84.38639783,0.002,10/1/2022 0:00,2207,1,1,0,0,O,CLEAR,DRY,1,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,1,0,0,1
30637521,CAMPBELL,,OTHR,,4TH,ST,E,39.09375578,-84.49354411,0.382,10/1/2022 0:00,2302,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,1,0,0,1
30637522,CAMPBELL,US0027,USRoute,,MONMOUTH,ST,,39.0784743,-84.47997955,20.787,10/1/2022 0:00,2216,2,2,0,0,O,CLEAR,DRY,0,VEHICLE BACKING IN INTERSECTION,BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,1,0,0,1
30637520,CAMPBELL,I 0471,Interstate,,I471 N,,,39.10099008,-84.49539883,4.975,10/1/2022 0:00,1841,3,3,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30638513,CAMPBELL,KY1120,StateRoute,300,10TH,ST,E,39.08849078,-84.48655006,0.98,10/1/2022 0:00,1420,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30680214,CAMPBELL,I 0275,Interstate,,I275 E,,,39.05701466,-84.43060955,,10/2/2022 0:00,1840,4,4,0,1,A,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30641191,CAMPBELL,,OTHR,,WASHINGTON TRACE,RD,,38.9504135,-84.318408,0.294,10/2/2022 0:00,1654,1,1,0,0,O,CLEAR,DRY,0,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,0,0,0,1
30645811,CAMPBELL,,OTHR,,CLITZ,ST,,39.06825697,-84.44409773,0.137,10/2/2022 0:00,1119,2,2,0,0,O,CLEAR,DRY,0,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30684531,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.02319275,-84.44158578,15.525,10/2/2022 0:00,1753,2,2,1,1,K,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30669597,CAMPBELL,KY0009,StateRoute,,LICKING,PIKE,,39.02527278,-84.48064439,17.945,10/2/2022 0:00,2009,2,2,0,1,A,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,1,0,0,1
30641593,CAMPBELL,,OTHR,,SHERRY,LN,S,39.09737192,-84.47071648,0.064,10/2/2022 0:00,1100,2,2,0,0,O,CLEAR,DRY,1,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & HILLCREST,DAYLIGHT,0,0,0,1
30706448,CAMPBELL,KY0536,StateRoute,430,CREEKTRACE,RD,,38.92804863,-84.42689652,1.357,10/2/2022 0:00,1801,1,1,0,1,A,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,0,0,0,1
30652313,CAMPBELL,,OTHR,100,KENTUCKY,DR,,39.0736191,-84.487253,0.121,10/3/2022 0:00,1510,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30643687,CAMPBELL,,OTHR,801,PARK,AVE,,39.09232245,-84.48580488,0.195,10/3/2022 0:00,600,3,3,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
30699008,CAMPBELL,,OTHR,31,GUARDIAN,DR,,39.03825026,-84.47845061,0.159,10/3/2022 0:00,742,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30643683,CAMPBELL,I 0471,Interstate,,I471 N,,,39.0959171,-84.48212813,4.162,10/3/2022 0:00,818,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
30651333,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.0713037,-84.47038352,20.05,10/3/2022 0:00,1105,1,1,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
30655939,CAMPBELL,,OTHR,,8TH,ST,E,39.08938616,-84.49150154,0.093,10/3/2022 0:00,1551,2,2,0,2,B,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30645810,CAMPBELL,KY1120,StateRoute,,FT THOMAS,AVE,S,39.07410826,-84.44724947,4.557,10/3/2022 0:00,736,2,2,0,0,O,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30651913,CAMPBELL,,OTHR,,RIVIERA,DR,,39.0983994,-84.48477522,0.316,10/3/2022 0:00,1846,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30645807,CAMPBELL,I 0471,Interstate,,I471 N,,,39.06283998,-84.46801964,1.452,10/3/2022 0:00,921,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30660058,CAMPBELL,KY0008,StateRoute,,4TH,ST,W,39.08888197,-84.50149908,0.193,10/3/2022 0:00,816,2,2,0,0,O,CLOUDY,DRY,1,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & GRADE,DAYLIGHT,0,0,0,1
30650704,CAMPBELL,I 0471,Interstate,,I471 NB,,,39.06503207,-84.46627717,1.635,10/3/2022 0:00,912,4,4,0,2,B,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30646085,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.01994449,-84.43788819,15.213,10/3/2022 0:00,1148,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30646783,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.06833634,-84.46667816,19.725,10/3/2022 0:00,1534,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & HILLCREST,DAYLIGHT,0,0,0,1
30645309,CAMPBELL,KY0008,StateRoute,,DAVE COWENS,DR,,39.09802417,-84.49286565,1.026,10/3/2022 0:00,317,2,2,0,0,O,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
30706555,CAMPBELL,KY0008,StateRoute,,MARY INGLES,HWY,,39.0369224,-84.39108839,10.73,10/3/2022 0:00,1714,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
30645808,CAMPBELL,I 0471,Interstate,,I471 N,,,39.07489672,-84.46683977,2.441,10/3/2022 0:00,834,1,1,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
30643686,CAMPBELL,I 0471,Interstate,4,I471 N,,,39.09629403,-84.48252306,4.195,10/3/2022 0:00,821,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
