IncidentID,County,RdwyNumber,RdwyType,Street,RoadwayName,StreetSfx,StreetDir,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,KABCO,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,Intersection Crash,Bicyclist,Pedestrian,Motor Vehicles
28071762,CAMPBELL,,OTHR,,BRIGHTON,ST,,39.0813155,-84.49630488,0.107,4/29/2021 0:00,1509,2,2,0,0,O,RAINING,WET,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
28073212,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.91258539,-84.38663029,6.869,4/29/2021 0:00,2139,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
28071587,CAMPBELL,KY0009,StateRoute,1100,CENTRAL,AVE,,39.08255104,-84.49145737,22.371,4/29/2021 0:00,1419,2,2,0,0,O,RAINING,WET,0,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28093754,CAMPBELL,KY0009,StateRoute,,LICKING,PIKE,,39.02712855,-84.48021298,18.052,4/30/2021 0:00,747,2,2,0,0,O,CLOUDY,DRY,1,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28085098,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.00422077,-84.42482863,13.945,4/30/2021 0:00,1522,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28098047,CAMPBELL,US0027,USRoute,2700,ALEXANDRIA,PIKE,,39.03378631,-84.45316877,16.503,4/30/2021 0:00,1236,2,2,0,0,O,CLEAR,DRY,0,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28556190,CAMPBELL,KY1892,StateRoute,,GRAND,AVE,,39.08153056,-84.46894712,1.56,4/30/2021 0:00,1600,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28083648,CAMPBELL,,OTHR,,STRATHMORE,AVE,,39.09473835,-84.45155491,0.217,4/30/2021 0:00,1755,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28075591,CAMPBELL,,OTHR,225,BLUEGRASS,AVE,,39.07229962,-84.48177765,0.158,4/30/2021 0:00,1146,1,1,0,1,B,CLEAR,DRY,0,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,0,0,0,1
28157868,CAMPBELL,KY0009,StateRoute,,AA,HWY,,39.01888729,-84.48074136,17.456,4/30/2021 0:00,1213,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28083095,CAMPBELL,I 0275,Interstate,,I275 E,,,39.04476127,-84.46488513,,4/30/2021 0:00,1330,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28083096,CAMPBELL,I 0275,Interstate,,I275 W,,,39.0441132,-84.46751717,,4/30/2021 0:00,1300,2,2,0,1,B,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28078390,CAMPBELL,US0027,USRoute,,TAYLOR SOUTHGATE,BRG,,39.09546667,-84.50080696,22.524,4/30/2021 0:00,1533,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28080361,CAMPBELL,KY1632,StateRoute,,KY1632 TURN LANE,,,39.06830141,-84.46680169,0.034,4/30/2021 0:00,1514,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & GRADE,DAYLIGHT,0,0,0,1
28080410,CAMPBELL,I 0471,Interstate,,I471 S,,,39.06259383,-84.46853331,1.428,5/1/2021 0:00,315,1,1,0,1,B,CLOUDY,DRY,0,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,0,0,0,1
28113597,CAMPBELL,,OTHR,,DONNERMEYER,BLVD,,39.09762308,-84.48256469,0.049,5/1/2021 0:00,1541,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28093752,CAMPBELL,KY1632,StateRoute,,MOOCK,RD,,39.05427234,-84.48344846,0.219,5/1/2021 0:00,2035,2,2,0,0,O,CLEAR,DRY,1,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,0,0,0,1
28078391,CAMPBELL,KY1120,StateRoute,,MEMORIAL,PKWY,,39.09271983,-84.4785226,1.494,5/1/2021 0:00,1122,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28083093,CAMPBELL,,OTHR,,MARY INGLES HWY,,,39.02774116,-84.35365538,,5/1/2021 0:00,1220,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28084202,CAMPBELL,,OTHR,,RIVIERA,DR,,39.10185457,-84.48864621,0.003,5/1/2021 0:00,1616,3,3,0,0,O,CLEAR,DRY,0,REAR END - ONE VEHICLE TURNING RIGHT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28084853,CAMPBELL,,OTHR,,ERVIN,TER,,39.11005668,-84.47432211,0.215,5/1/2021 0:00,1515,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,0,0,0,1
28086729,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.98164345,-84.39633252,11.777,5/1/2021 0:00,433,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
28115123,CAMPBELL,I 0471,Interstate,,I471 N,,,39.09951714,-84.49260947,4.793,5/1/2021 0:00,1300,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28098057,CAMPBELL,KY0471,StateRoute,,KY471,,,39.0412637,-84.45555141,0.306,5/2/2021 0:00,2342,1,1,0,0,O,RAINING,WET,0,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
28082312,CAMPBELL,,OTHR,2211,JOYCE,AVE,,39.07718749,-84.47439046,0.242,5/2/2021 0:00,1915,2,2,0,0,O,CLOUDY,WET,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28093757,CAMPBELL,,OTHR,,TOWN,DR,,39.01807438,-84.48032003,0.005,5/2/2021 0:00,1320,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,1,0,0,1
28082314,CAMPBELL,,OTHR,,NEWPORT PAVILION,,,39.08688855,-84.4770651,0.563,5/2/2021 0:00,1802,2,2,0,0,O,RAINING,WET,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
28082313,CAMPBELL,,OTHR,,9TH,ST,E,39.08833415,-84.49022043,0.638,5/2/2021 0:00,1959,2,2,0,0,O,CLOUDY,WET,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28116107,CAMPBELL,,OTHR,,PARKLAKE,RD,,38.88290148,-84.36573416,2.874,5/2/2021 0:00,200,1,1,0,0,O,CLOUDY,DRY,0,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,0,0,0,1
28098054,CAMPBELL,I 0275,Interstate,,I275 E,,,39.04050924,-84.46982215,75.65,5/2/2021 0:00,1230,3,3,0,0,O,CLOUDY,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28093746,CAMPBELL,,OTHR,76,RIDGEWOOD,DR,,38.95178973,-84.36522356,0.008,5/2/2021 0:00,1454,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28082843,CAMPBELL,,OTHR,109,MAIN,ST,,39.08076098,-84.48695867,0.385,5/2/2021 0:00,2100,3,3,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & HILLCREST,DARK (UNKNOWN ROADWAY LIGHTING),0,0,0,1
28085103,CAMPBELL,US0027,USRoute,,,,,39.00334924,-84.42321666,0.019,5/3/2021 0:00,1046,2,2,0,0,O,CLOUDY,WET,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28093755,CAMPBELL,I 0275,Interstate,,I275 E,,,39.02258057,-84.488826,77.55,5/3/2021 0:00,1640,4,4,0,0,O,CLOUDY,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28089608,CAMPBELL,KY0008,StateRoute,300,6TH,AVE,,39.11115892,-84.47649398,2.362,5/3/2021 0:00,1541,2,2,0,0,O,CLOUDY,DRY,0,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28093756,CAMPBELL,KY0009,StateRoute,501,LICKING,PIKE,,39.05577883,-84.48695194,20.232,5/3/2021 0:00,1234,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28098321,CAMPBELL,KY0008,StateRoute,,DAVE COWENS,DR,,39.09801551,-84.49288322,1.024,5/4/2021 0:00,1800,2,2,0,0,O,CLOUDY,WET,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28099827,CAMPBELL,KY1892,StateRoute,,CAROTHERS,RD,,39.08516589,-84.48055587,2.36,5/4/2021 0:00,1525,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28097942,CAMPBELL,,OTHR,1,CARRIAGE HOUSE,DR,,39.08484572,-84.46426672,0.011,5/4/2021 0:00,1640,2,2,0,0,O,CLOUDY,WET,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28098202,CAMPBELL,I 0275,Interstate,,I275 E,,,39.02987078,-84.47098626,76.396,5/4/2021 0:00,1550,2,2,0,0,O,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28095985,CAMPBELL,US0027,USRoute,,,,,39.00335762,-84.42333848,0.018,5/4/2021 0:00,804,3,3,0,0,O,CLOUDY,WET,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28106634,CAMPBELL,I 0471,Interstate,,,,,39.09289019,-84.47899157,0.189,5/4/2021 0:00,1205,2,2,0,0,O,CLEAR,DRY,0,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & HILLCREST,DAYLIGHT,0,0,0,1
28099947,CAMPBELL,KY0009,StateRoute,,AA,HWY,,39.01510969,-84.47691361,17.119,5/5/2021 0:00,1643,3,3,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28098204,CAMPBELL,KY0471,StateRoute,,KY471,,,39.03770754,-84.45400529,0.052,5/5/2021 0:00,1200,2,2,0,1,B,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28098206,CAMPBELL,I 0275,Interstate,,I275 E,,,39.04286122,-84.46851376,75.477,5/5/2021 0:00,1230,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28095654,CAMPBELL,I 0275,Interstate,,I275 E,,,39.02267402,-84.48376114,77.262,5/5/2021 0:00,1524,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28101739,CAMPBELL,I 0471,Interstate,,I471 N,,,39.05346404,-84.46865556,0.782,5/5/2021 0:00,1913,1,1,0,0,O,CLEAR,DRY,0,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,0,0,0,1
28112570,CAMPBELL,,OTHR,500,ERVIN,TER,,39.11223189,-84.47640606,0.404,5/5/2021 0:00,821,2,2,0,0,O,CLOUDY,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28095991,CAMPBELL,,OTHR,210,RIDGEPOINTE,DR,,39.00407363,-84.44842819,0.272,5/5/2021 0:00,1145,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28097393,CAMPBELL,I 0275,Interstate,,I275 E,,,39.03540649,-84.4702374,76.005,5/5/2021 0:00,1832,2,2,0,0,O,CLEAR,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28101741,CAMPBELL,,OTHR,400,BEECH,RD,,39.07066479,-84.47618742,0.234,5/6/2021 0:00,1400,1,1,0,0,O,CLOUDY,DRY,1,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28100128,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.03519945,-84.45410116,16.62,5/6/2021 0:00,1213,2,2,0,0,O,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28112101,CAMPBELL,KY0709,StateRoute,,ALEXANDRIA,PIKE,E,38.9886976,-84.39516709,0.466,5/6/2021 0:00,1707,2,2,0,0,O,CLEAR,DRY,0,REAR END - ONE VEHICLE TURNING RIGHT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28101153,CAMPBELL,,OTHR,,LOW GAP,RD,W,38.98399794,-84.4169945,0.005,5/6/2021 0:00,1315,1,1,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
28103590,CAMPBELL,I 0471,Interstate,,MEMORIAL,,,39.09282997,-84.47906501,0.196,5/6/2021 0:00,1549,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR TO REAR,CURVE & LEVEL,DAYLIGHT,1,0,0,1
28102862,CAMPBELL,I 0275,Interstate,,I275 W,,,39.05052093,-84.44617695,74.152,5/6/2021 0:00,743,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28097141,CAMPBELL,KY0009,StateRoute,41,12TH,ST,W,39.0803688,-84.49454596,22.126,5/6/2021 0:00,126,2,2,0,0,O,CLEAR,DRY,1,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,0,0,0,1
28101472,CAMPBELL,I 0471,Interstate,,I471 S,,,39.09947043,-84.49285754,4.802,5/6/2021 0:00,1907,2,2,0,0,O,CLOUDY,DRY,1,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28113598,CAMPBELL,,OTHR,,RIVIERA,DR,,39.09948423,-84.48607137,0.212,5/6/2021 0:00,1848,2,2,0,0,O,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28112100,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.95858385,-84.39315549,10.116,5/6/2021 0:00,1143,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28109607,CAMPBELL,KY1892,StateRoute,,GRAND,AVE,N,39.07600634,-84.46273115,1.046,5/7/2021 0:00,1540,2,2,0,0,O,CLEAR,DRY,0,HEAD-ON COLLISION,HEAD ON,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28103589,CAMPBELL,,OTHR,1107,ISABELLA,ST,,39.08376305,-84.49461988,0.192,5/7/2021 0:00,832,2,2,0,0,O,CLEAR,DRY,1,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28103355,CAMPBELL,I 0275,Interstate,,I275 E,,,39.02257024,-84.48801328,77.501,5/7/2021 0:00,1354,3,3,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28628926,CAMPBELL,I 0275,Interstate,,I275 E,,,39.03356015,-84.47038605,76.14,5/7/2021 0:00,1445,2,2,0,0,O,CLEAR,DRY,0,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28103225,CAMPBELL,KY2345,StateRoute,,JOHNS HILL,RD,,39.02744746,-84.4609232,0.674,5/7/2021 0:00,4,2,2,0,0,O,RAINING,WET,0,ANGLE COLLISION - OTHER,ANGLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,0,0,0,1
28105568,CAMPBELL,KY0009,StateRoute,,AA,HWY,,39.01811447,-84.48023633,17.395,5/7/2021 0:00,1847,3,3,0,0,O,RAINING,WET,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28105569,CAMPBELL,KY0009,StateRoute,,LICKING,PIKE,,39.02995808,-84.47974454,18.236,5/7/2021 0:00,1834,1,1,0,0,O,RAINING,WET,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,0,0,0,1
28103588,CAMPBELL,KY1120,StateRoute,,10TH,ST,E,39.09062411,-84.48307968,1.17,5/7/2021 0:00,1050,1,1,0,0,O,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28113644,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,39.00185707,-84.42160059,13.713,5/8/2021 0:00,1311,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
28113518,CAMPBELL,US0027,USRoute,,ALEXANDRIA,PIKE,,38.98670132,-84.40412661,12.323,5/8/2021 0:00,1842,2,2,0,0,O,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,1,0,0,1
28107719,CAMPBELL,KY1120,StateRoute,,10TH,ST,E,39.090029,-84.48384505,1.123,5/8/2021 0:00,2020,2,2,0,0,O,CLEAR,DRY,1,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DUSK,0,0,0,1
28106638,CAMPBELL,,OTHR,200,3RD,ST,W,39.09122948,-84.50116184,0.002,5/8/2021 0:00,1138,2,2,0,1,B,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28113645,CAMPBELL,KY2345,StateRoute,,MARTHA L COLLINS,BLVD,,39.02888103,-84.45077594,0.015,5/8/2021 0:00,1606,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,0,0,0,1
28108085,CAMPBELL,US0027,USRoute,,TAYLOR SOUTHGATE,BRG,,39.09534921,-84.50053268,22.509,5/8/2021 0:00,1734,2,2,0,0,O,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28109069,CAMPBELL,US0027,USRoute,1900,MONMOUTH,ST,,39.07914631,-84.48055961,20.84,5/9/2021 0:00,1054,2,2,0,0,O,RAINING,WET,0,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28111366,CAMPBELL,KY0008,StateRoute,,MARY INGLES,HWY,,39.02973615,-84.36416665,12.273,5/9/2021 0:00,956,2,2,0,0,O,CLOUDY,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28108038,CAMPBELL,,OTHR,200,MAIN,ST,,39.07814357,-84.48987437,0.146,5/9/2021 0:00,130,2,2,0,0,O,RAINING,WET,0,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,0,0,0,1
28116950,CAMPBELL,,OTHR,305,BROOKWOOD,DR,,38.95345958,-84.36530737,0.371,5/9/2021 0:00,2000,2,2,0,0,O,CLOUDY,DRY,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28109559,CAMPBELL,,OTHR,156,NEWPORT PAVILION,,,39.08949778,-84.47598412,0.352,5/9/2021 0:00,1330,2,2,0,0,O,CLEAR,WET,0,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR TO REAR,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28114227,CAMPBELL,US0027,USRoute,,YORK,ST,,39.08618783,-84.49068009,21.707,5/10/2021 0:00,1051,2,2,0,1,B,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28116106,CAMPBELL,KY0009,StateRoute,,AA,HWY,,38.95284686,-84.33732743,8.014,5/10/2021 0:00,2200,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH ANIMAL IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,1,0,0,1
28119691,CAMPBELL,KY0009,StateRoute,,AA,HWY,,38.9862135,-84.39084927,,5/10/2021 0:00,2120,1,1,0,0,O,CLOUDY,DRY,0,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,0,0,0,1
28114242,CAMPBELL,I 0471,Interstate,,I471 N,,,39.09984118,-84.49316794,4.83,5/10/2021 0:00,747,3,3,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28131355,CAMPBELL,US0027,USRoute,10,3RD,ST,E,39.09369535,-84.49677401,22.249,5/10/2021 0:00,1400,2,2,0,0,O,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28121482,CAMPBELL,US0027,USRoute,424,ALEXANDRIA,PIKE,,39.0646032,-84.46189455,19.37,5/11/2021 0:00,1458,2,2,0,1,B,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,0,0,0,1
28134697,CAMPBELL,I 0275,Interstate,,I275 E,,,39.04735243,-84.45456564,74.656,5/11/2021 0:00,1611,2,2,0,2,B,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28123429,CAMPBELL,I 0471,Interstate,,I471 S,,,39.09894606,-84.49209453,4.747,5/11/2021 0:00,1700,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28134698,CAMPBELL,I 0275,Interstate,,I275 E,,,39.0457355,-84.46116159,75.028,5/11/2021 0:00,1744,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,0,0,0,1
28119363,CAMPBELL,I 0275,Interstate,,I275 E,,,39.03463452,-84.47035227,76.054,5/11/2021 0:00,848,2,2,0,0,O,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,0,0,0,1
